canonical_organism,canonical_drug,drug_class,iso3_country,parsed_year,specimen_source,n_isolates_in_stratum,n_tested,n_susceptible,n_intermediate,n_resistant,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Candida parapsilosis,Micafungin,Echinocandin,ESP,2012,Blood culture,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2012,Bronchoalveolar lavage/wash,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2013,Blood culture,14,14,14,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2013,Bronchoalveolar lavage/wash,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2013,Lower Respiratory Tract,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2013,Unknown,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2014,Blood culture,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2014,Bronchoalveolar lavage/wash,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2014,Lower Respiratory Tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2015,Blood culture,15,15,15,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2015,Lower Respiratory Tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2016,Blood culture,17,17,16,1,0,1.0,0.9411764705882353,0.9411764705882353,0.0,0.9411764705882353,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2017,Blood culture,13,13,13,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2017,Bone/Joint culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2018,Blood culture,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2019,Blood culture,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2019,Bone/Joint culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2019,GI tract/bowel,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2019,Lower Respiratory Tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2019,Urine/Urinary tract,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2020,Aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2020,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2020,GI tract/bowel,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2020,Intravenous/IV Line,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2020,Lower Respiratory Tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2020,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2021,Blood culture,13,13,13,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2021,Intravenous/IV Line,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2021,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2021,Wound/Drainage/Ulcer,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2022,Blood culture,11,11,11,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2022,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2023,Blood culture,9,9,9,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2023,GI tract/bowel,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2023,Genital tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2023,Ureteral catheter,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2023,Wound/Drainage/Ulcer,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2024,Abscess (pus),2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2024,Blood culture,15,15,15,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2024,"Ears,nose,throat",2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2024,Lower Respiratory Tract,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2024,Ureteral catheter,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ESP,2024,Wound/Drainage/Ulcer,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2010,Bile,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2010,Blood culture,7,7,6,1,0,1.0,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2011,Ascitic fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2011,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2011,Other,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2012,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2012,Unknown,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2013,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2014,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2015,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2015,Unknown,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2016,Blood culture,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2017,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2018,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2019,Blood culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2019,Bone/Joint culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2020,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2020,Bone/Joint culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2021,Abscess (pus),1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,FRA,2023,Unknown,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2010,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2010,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2010,Unknown,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2011,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2012,Blood culture,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2014,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2015,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2015,Bronchoalveolar lavage/wash,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2015,Sputum,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2019,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2019,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2020,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GBR,2022,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2010,Blood culture,12,12,12,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2011,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2011,Bronchoalveolar lavage/wash,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2011,Sputum,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2012,Abscess (pus),1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2012,Blood culture,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2012,Wound/Drainage/Ulcer,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2013,Blood culture,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2014,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2015,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2016,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2017,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2019,Blood culture,8,8,8,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2020,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2021,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2022,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2023,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,GRC,2024,Blood culture,11,11,11,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HKG,2011,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HKG,2011,Peritoneal fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HKG,2011,Tissue,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HRV,2016,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2010,Blood culture,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2011,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2012,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2013,Blood culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2014,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2015,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2016,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2016,Intravenous/IV Line,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2018,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2019,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2020,Blood culture,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2020,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2021,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2022,Unknown,8,8,8,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2023,Blood culture,8,8,8,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2024,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,HUN,2024,Invasive pulmonary,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IND,2011,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2010,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2011,Blood culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2011,Unknown,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2012,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2012,Catheter,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2013,Blood culture,8,8,8,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2014,Blood culture,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2014,"Ears,nose,throat",1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2015,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2015,Sputum,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2016,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2016,Ureteral catheter,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2017,Blood culture,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2017,Other,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2020,Unknown,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2020,Wound/Drainage/Ulcer,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2021,Blood culture,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2021,Intravenous/IV Line,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2021,Other,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2021,Tissue,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2021,Tracheal aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2022,Abscess (pus),1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2022,"Ears,nose,throat",2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,IRL,2022,Wound/Drainage/Ulcer,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2010,Blood culture,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2011,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2012,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2012,Unknown,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2013,Blood culture,7,7,7,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2014,Blood culture,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2015,Blood culture,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2020,Blood culture,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2021,Blood culture,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2022,Blood culture,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2023,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ISR,2024,Blood culture,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2010,Blood culture,12,12,12,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2011,Blood culture,27,27,27,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2012,Blood culture,9,9,9,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2012,Catheter,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2012,Unknown,8,8,8,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2013,Unknown,10,10,10,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2014,Blood culture,14,14,14,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2014,Invasive pulmonary,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2014,Unknown,33,33,33,0,0,1.0,1.0,1.0,0.0,1.0,False,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2015,Abscess (pus),1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2015,Blood culture,23,23,23,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2015,Bronchoalveolar lavage/wash,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2015,Intravenous/IV Line,5,5,5,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2015,Sputum,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2015,Unknown,11,11,11,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2015,Wound/Drainage/Ulcer,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2016,Blood culture,35,35,35,0,0,1.0,1.0,1.0,0.0,1.0,False,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2016,Intravenous/IV Line,4,4,4,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2016,Unknown,12,12,12,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2016,Wound/Drainage/Ulcer,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida parapsilosis,Micafungin,Echinocandin,ITA,2017,Blood culture,45,45,45,0,0,1.0,1.0,1.0,0.0,1.0,False,v1,2026-07-08
